Time,Cell1,Cell2,Cell3,Cell4,Cell5,Cell6,Cell7,Cell8,Cell9,Cell10,Cell11,Cell12,Max,Min,Avg
14.7,0.521695141,0.269490261,0.618565113,0.026602804,0.755588742,0.336924961,0.775083083,0.61577089,0.074758381,0.950808045,0.981372098,0.351907806,0.981372098,0.026602804,0.523213944
14.8,0.250434916,0.907993475,0.78994181,0.345859217,0.654183102,0.260371495,0.380543603,0.161300518,0.991464162,0.420663864,0.500347827,0.071934443,0.991464162,0.071934443,0.477919869
14.9,0.511052019,0.598938556,0.455870928,0.441636477,0.192296855,0.446486614,0.356526346,0.343255224,0.992998224,0.297862771,0.406943218,0.779803876,0.992998224,0.192296855,0.485305926
15,0.651088632,0.633724686,0.771222589,0.372473763,0.529041469,0.754700376,0.576296028,0.149664428,0.287541745,0.086946533,0.110873739,0.138929309,0.771222589,0.086946533,0.421875275
15.1,0.236452535,0.26395664,0.774628472,0.350369395,0.740893646,0.305383967,0.023087668,0.046557088,0.402572087,0.391973827,0.130581705,0.315064246,0.774628472,0.023087668,0.33179344
15.2,0.388092897,0.121759632,0.007396064,0.649521851,0.442246023,0.66065233,0.906391771,0.13417169,0.921040424,0.438486203,0.463454213,0.135620321,0.921040424,0.007396064,0.439069452
15.3,0.450942793,0.763125274,0.055400052,0.160492873,0.029611759,0.30164218,0.474586224,0.826231679,0.482510176,0.784696257,0.313261135,0.152744739,0.826231679,0.029611759,0.399603762
15.4,0.044254183,0.563527428,0.475861416,0.24950442,0.722608419,0.835264642,0.076329098,0.826765523,0.025471296,0.640962968,0.697457088,0.197321378,0.835264642,0.025471296,0.446277322
15.5,0.945672889,0.823586782,0.095951337,0.104675799,0.613359094,0.408925697,0.380599537,0.972072548,0.932329324,0.340510491,0.390982888,0.2785375,0.972072548,0.095951337,0.523933657
15.6,0.282658833,0.180046512,0.023362291,0.951021911,0.615422212,0.962923491,0.293696484,0.285918291,0.902832813,0.44879298,0.115364889,0.744958925,0.962923491,0.023362291,0.483916636
15.7,0.578131137,0.478328695,0.811490361,0.54357692,0.093208455,0.508267675,0.177639446,0.017043664,0.329552562,0.682853201,0.508726144,0.179481337,0.811490361,0.017043664,0.409024966
15.8,0.144236275,0.362791723,0.545188534,0.74822367,0.647135072,0.062278115,0.758926198,0.103148232,0.067814489,0.08585419,0.463957089,0.697052982,0.758926198,0.062278115,0.390550547
15.9,0.689679231,0.998526708,0.074131722,0.176493317,0.238110875,0.472915893,0.54893127,0.131914489,0.519521231,0.468929599,0.493540452,0.29963719,0.998526708,0.074131722,0.426027665
16,0.866256465,0.258703728,0.166136073,0.506368433,0.874053969,0.055631419,0.550914653,0.732275911,0.54771449,0.077700746,0.714484546,0.474521242,0.874053969,0.055631419,0.485396806
16.1,0.088485456,0.2345257,0.896403622,0.386997029,0.00184468,0.153459557,0.954838977,0.777405633,0.019802567,0.736676231,0.015328344,0.73782361,0.954838977,0.00184468,0.416965951
16.2,0.88462354,0.73319029,0.153548395,0.173679812,0.891827115,0.733225995,0.591036052,0.403868774,0.628828654,0.096453412,0.264389052,0.890739993,0.891827115,0.096453412,0.53711759
16.3,0.488535817,0.087208698,0.621445546,0.333245606,0.359628385,0.461162502,0.360168146,0.243895646,0.760468333,0.72522609,0.997964693,0.48407022,0.997964693,0.087208698,0.493584973
16.4,0.743393078,0.198798034,0.019581723,0.065710812,0.655279922,0.352825713,0.627480504,0.057284405,0.316188773,0.906256216,0.457991829,0.285645384,0.906256216,0.019581723,0.390536366
16.5,0.11863876,0.322851512,0.157029977,0.764555539,0.020136892,0.318392489,0.635559398,0.822353037,0.955828178,0.160816451,0.786669535,0.419753672,0.955828178,0.020136892,0.45688212
16.6,0.281777583,0.39408931,0.65469901,0.240255157,0.372450893,0.737947857,0.005132456,0.684924152,0.431840659,0.274873073,0.800226046,0.641888426,0.800226046,0.005132456,0.460008718
16.7,0.097216438,0.547847704,0.243188423,0.177242417,0.894167227,0.858347372,0.552595743,0.801372604,0.222299507,0.840752486,0.800740275,0.24380855,0.894167227,0.097216438,0.523298229
16.8,0.986743558,0.742461065,0.765781456,0.584462632,0.622118648,0.805029115,0.085871964,0.444015443,0.419380792,0.668096541,0.648341121,0.677914739,0.986743558,0.085871964,0.620851423
16.9,0.640249831,0.581910117,0.038012367,0.252273601,0.152910354,0.930875397,0.760084467,0.251681287,0.888090875,0.440459802,0.105120942,0.188170892,0.930875397,0.038012367,0.435819994
17,0.480864847,0.605526466,0.543960634,0.054034521,0.871034342,0.030354826,0.678203635,0.439640907,0.121465275,0.134996103,0.207599395,0.822618177,0.871034342,0.030354826,0.415858261
17.1,0.023576292,0.968252154,0.830767719,0.293254297,0.325082027,0.617053795,0.398829983,0.856299386,0.781143242,0.919346401,0.420646152,0.686574205,0.968252154,0.023576292,0.593402138
17.2,0.207925866,0.217950776,0.472300025,0.99117856,0.09924284,0.99110525,0.08689441,0.847570312,0.006173102,0.796029888,0.505502718,0.767549564,0.99117856,0.006173102,0.499118609
17.3,0.859365354,0.615880097,0.803851863,0.83220779,0.36734678,0.950349616,0.567060195,0.116955287,0.575630363,0.402663539,0.488223027,0.903049043,0.950349616,0.116955287,0.62354858
17.4,0.45177349,0.064160382,0.744217034,0.243762257,0.926210389,0.724484783,0.951900492,0.532536721,0.289623564,0.551954668,0.822510521,0.855120751,0.951900492,0.064160382,0.596521254
17.5,0.346161967,0.702584337,0.974413498,0.933597787,0.827430312,0.725480999,0.600964889,0.700798532,0.630247882,0.005519972,0.61409222,0.889610342,0.974413498,0.005519972,0.662575228
17.6,0.474348895,0.815484634,0.276300065,0.38923026,0.559138841,0.616841594,0.005846537,0.804746878,0.628327613,0.212712421,0.873267204,0.065605745,0.873267204,0.005846537,0.476820891
17.7,0.989605821,0.156123434,0.629194305,0.894442234,0.132378632,0.474033174,0.900942635,0.403936763,0.33944238,0.594016413,0.373742174,0.378156822,0.989605821,0.132378632,0.522167899
17.8,0.226285686,0.209100441,0.39866084,0.982806806,0.686027778,0.223553148,0.246153128,0.895993412,0.741258365,0.303092211,0.57691609,0.32876119,0.982806806,0.209100441,0.484884091
17.9,0.224088349,0.054278205,0.260351412,0.47221968,0.463244123,0.104030918,0.403714353,0.895751939,0.867249742,0.780864379,0.875185258,0.79323981,0.895751939,0.054278205,0.516184847
18,0.205083935,0.071667361,0.082281486,0.942760306,0.879494593,0.228115936,0.676679587,0.53776188,0.428012959,0.855025536,0.427795199,0.991954438,0.991954438,0.071667361,0.527219435
18.1,0.423311353,0.031290351,0.225265095,0.838933956,0.982413735,0.46815157,0.865842944,0.431273525,0.16664908,0.675267798,0.630789698,0.440655316,0.982413735,0.031290351,0.514987035
18.2,0.882021777,0.500061741,0.613880615,0.416794238,0.454229225,0.475854585,0.590285789,0.916558557,0.268278753,0.796263181,0.643199089,0.810724425,0.916558557,0.268278753,0.614012665
18.3,0.485705814,0.5701598,0.363002523,0.86030787,0.710543877,0.994954902,0.800452596,0.279507245,0.736006644,0.662019193,0.75549969,0.129395131,0.994954902,0.129395131,0.612296274
18.4,0.463712941,0.354026807,0.576790358,0.580938447,0.499239789,0.694623631,0.612786281,0.630423561,0.629531924,0.841582452,0.340513657,0.302647966,0.841582452,0.302647966,0.543901485
18.5,0.150335664,0.662649976,0.419718085,0.031152858,0.757496777,0.740835067,0.965190357,0.036619,0.235315527,0.725203804,0.248235957,0.270685632,0.965190357,0.031152858,0.436953225
18.6,0.994672915,0.416527404,0.966744882,0.366707754,0.548849508,0.442646607,0.651810694,0.942042889,0.651047904,0.560466599,0.11860923,0.033048097,0.994672915,0.033048097,0.55776454
18.7,0.559569885,0.773414579,0.989393444,0.066837697,0.153698793,0.212102887,0.552248453,0.821187124,0.467115033,0.201339497,0.951396335,0.149757005,0.989393444,0.066837697,0.491505061
18.8,0.977291605,0.713342815,0.476661485,0.464633363,0.658652113,0.997221731,0.00039941,0.348792717,0.709367288,0.036576721,0.298874543,0.698763519,0.997221731,0.00039941,0.531714776
18.9,0.870506818,0.454353009,0.645445119,0.561275938,0.129498429,0.18340525,0.673875805,0.648645302,0.425758925,0.790114238,0.343715472,0.982215689,0.982215689,0.129498429,0.559067499
19,0.05908048,0.736721395,0.936111457,0.860290387,0.853250387,0.055992576,0.964995253,0.264591546,0.633109734,0.914270761,0.688469861,0.183256202,0.964995253,0.055992576,0.595845003
19.1,0.565665949,0.474589688,0.586660271,0.954147719,0.724529155,0.196522571,0.750492155,0.643539414,0.619061788,0.990239384,0.626154982,0.049860145,0.990239384,0.049860145,0.598455268
19.2,0.012613805,0.061657048,0.720706172,0.402510079,0.715648189,0.01472433,0.392551699,0.645352534,0.0888142,0.382633467,0.031920132,0.977562338,0.977562338,0.012613805,0.370557833
19.3,0.185961159,0.175517066,0.661855487,0.134701569,0.740972851,0.097591093,0.99720173,0.125774573,0.743390948,0.30762268,0.590519518,0.797928494,0.99720173,0.097591093,0.463253097
19.4,0.439593076,0.999993569,0.50313642,0.868820395,0.377084056,0.667232279,0.648428135,0.33620122,0.385892072,0.579032438,0.219530988,0.026944211,0.999993569,0.026944211,0.504324072
19.5,0.700643677,0.893085434,0.374544664,0.848326502,0.403855736,0.208658391,0.797866874,0.624569534,0.554088375,0.425503058,0.899091531,0.209429999,0.899091531,0.208658391,0.578305315
19.6,0.694384459,0.089911371,0.196025598,0.049405657,0.05093568,0.54349188,0.231058327,0.228548155,0.480785658,0.468045416,0.077747554,0.150362748,0.694384459,0.049405657,0.271725209
19.7,0.744105378,0.247166074,0.751308187,0.670571583,0.193607473,0.404182674,0.391106066,0.398215392,0.806277707,0.539108832,0.913297568,0.782055785,0.913297568,0.193607473,0.57008356
19.8,0.779234031,0.969003946,0.563834833,0.432647693,0.537149678,0.670735683,0.894625521,0.762378152,0.893512075,0.260749589,0.99982358,0.143448679,0.99982358,0.143448679,0.658928622
19.9,0.352052331,0.054981696,0.187221104,0.055533963,0.107436189,0.91905606,0.694819262,0.452790583,0.151145351,0.293857389,0.966179497,0.137667322,0.966179497,0.054981696,0.364395062
20,0.708493577,0.01518633,0.481160185,0.082026451,0.552707382,0.219307762,0.859897445,0.442145146,0.382084269,0.402140342,0.113186978,0.392222392,0.859897445,0.01518633,0.387546522
20.1,0.408965126,0.104817434,0.127272651,0.011417144,0.636820402,0.970682366,0.36348551,0.539850002,0.364252921,0.228894486,0.106077941,0.115295321,0.970682366,0.011417144,0.331485942
20.2,0.265037665,0.342432953,0.501128222,0.511520206,0.83581134,0.840676383,0.272701463,0.517818569,0.044561754,0.480082351,0.586114761,0.855823835,0.855823835,0.044561754,0.504475792
20.3,0.731871756,0.55785205,0.779981899,0.410893107,0.791181004,0.405078932,0.903625182,0.70529615,0.923992121,0.843540601,0.655003527,0.796178916,0.923992121,0.405078932,0.708707937
20.4,0.582939359,0.951150022,0.868904249,0.492064611,0.009923308,0.108582331,0.382533653,0.180727068,0.607593029,0.275441265,0.386223896,0.322708881,0.951150022,0.009923308,0.430732639
20.5,0.393429761,0.770865222,0.736672786,0.777955424,0.202188692,0.745697789,0.315921414,0.11684288,0.623580732,0.233791734,0.094367453,0.374123113,0.777955424,0.094367453,0.448786417
20.6,0.215283265,0.702841348,0.240824189,0.803272085,0.983927163,0.221029295,0.945211497,0.4441955,0.217971785,0.938484712,0.141933687,0.032743146,0.983927163,0.032743146,0.490643139
20.7,0.21863285,0.310177057,0.281159068,0.094320643,0.758697799,0.741121533,0.646125998,0.35688807,0.466058096,0.04218525,0.506220642,0.956928534,0.956928534,0.04218525,0.448209628
20.8,0.653201197,0.687526395,0.792131282,0.800620733,0.623520438,0.981742001,0.609386017,0.36310958,0.050731792,0.305373256,0.703100427,0.690621269,0.981742001,0.050731792,0.605088699
20.9,0.029582405,0.50022872,0.640498399,0.505678872,0.466511986,0.753325739,0.59056863,0.325259886,0.074890499,0.467376819,0.653601895,0.555421298,0.753325739,0.029582405,0.463578762
21,0.854216526,0.325416326,0.22400673,0.910870634,0.934940561,0.900885892,0.606185286,0.696944897,0.391537509,0.216178645,0.894349002,0.304947459,0.934940561,0.216178645,0.605039956
21.1,0.983481219,0.774342749,0.613377755,0.882152607,0.771929917,0.70588008,0.793691147,0.534569164,0.983719302,0.923702298,0.35128075,0.389302127,0.983719302,0.35128075,0.725619093
21.2,0.587018112,0.738235124,0.467151346,0.142635537,0.005888969,0.426061568,0.693015177,0.688207422,0.271557581,0.237303054,0.455870576,0.512370698,0.738235124,0.005888969,0.43544293
21.3,0.990867409,0.091285665,0.60126299,0.569064727,0.308880129,0.254420688,0.440270506,0.858701958,0.399069192,0.495238448,0.680278132,0.605561293,0.990867409,0.091285665,0.524575095
21.4,0.387334875,0.506775514,0.437602491,0.457933276,0.146026664,0.647617386,0.401573686,0.374753132,0.379027719,0.733814691,0.694256804,0.746750987,0.746750987,0.146026664,0.492788935
21.5,0.904193702,0.202819399,0.995462983,0.580007953,0.934950148,0.544663955,0.143012972,0.414312916,0.420649928,0.204640403,0.687034934,0.493898695,0.995462983,0.143012972,0.543803999
21.6,0.422389702,0.846885051,0.807598213,0.765349706,0.3243103,0.917669651,0.340625232,0.128486828,0.143133676,0.444170995,0.284494842,0.959962535,0.959962535,0.128486828,0.532089728
21.7,0.18840385,0.269786395,0.312589915,0.181450111,0.211484332,0.456189876,0.82802158,0.614091421,0.783065284,0.719119281,0.088976019,0.887321005,0.887321005,0.088976019,0.461708256
21.8,0.337078502,0.830329808,0.899431407,0.204661815,0.058596917,0.300299629,0.455587331,0.389840106,0.992380965,0.460280876,0.908008459,0.465710955,0.992380965,0.058596917,0.525183898
21.9,0.018224341,0.846930672,0.427135523,0.868576054,0.998838787,0.443854503,0.746186517,0.251899837,0.729126558,0.19244369,0.019077373,0.512488231,0.998838787,0.018224341,0.504565174
22,0.47044822,0.03564558,0.217667333,0.137613121,0.492917836,0.348867748,0.324325364,0.288273473,0.508868997,0.696669821,0.957689308,0.634388611,0.957689308,0.03564558,0.426114617
22.1,0.279538713,0.699434134,0.772065276,0.969329056,0.536183899,0.618699646,0.116417357,0.661907743,0.06013921,0.537274906,0.710138367,0.71849357,0.969329056,0.06013921,0.556635156
22.2,0.028670606,0.07168868,0.645976261,0.552683933,0.930778474,0.806316748,0.705404332,0.058796105,0.410577482,0.448883705,0.649868665,0.050567819,0.930778474,0.028670606,0.446684401
22.3,0.112246611,0.520929826,0.676033839,0.348460851,0.052223627,0.658499512,0.652200609,0.296425221,0.164357668,0.053671197,0.188660714,0.69584247,0.69584247,0.052223627,0.368296012
22.4,0.09234795,0.834513417,0.55500434,0.220399777,0.898155838,0.263497004,0.090013266,0.927216418,0.304921161,0.603090036,0.925560986,0.521038221,0.927216418,0.090013266,0.519646535
22.5,0.404862089,0.527014282,0.05170169,0.420927369,0.922389083,0.785416382,0.125700556,0.21180124,0.325157563,0.242074493,0.574032774,0.022580785,0.922389083,0.022580785,0.384471525
22.6,0.785778167,0.012836872,0.752877927,0.794980616,0.681261361,0.30025475,0.696545355,0.477219954,0.008694187,0.996217329,0.546727072,0.111567323,0.996217329,0.008694187,0.513746743
22.7,0.649331236,0.854208086,0.215513091,0.812258634,0.204580562,0.050475484,0.365410876,0.04568003,0.183879487,0.858529436,0.70268049,0.760064891,0.858529436,0.04568003,0.475217692
22.8,0.859223253,0.003635879,0.391446238,0.473056005,0.918895528,0.947124769,0.718882025,0.745545948,0.162675726,0.962991301,0.26623883,0.827033507,0.962991301,0.003635879,0.606395751
22.9,0.164358768,0.086326605,0.119032535,0.920380284,0.255790026,0.113753721,0.100183047,0.075044431,0.971902719,0.83713058,0.711160795,0.466695092,0.971902719,0.075044431,0.401813217
23,0.745256306,0.806629655,0.383060897,0.682520476,0.758851995,0.920371655,0.906633237,0.64061017,0.133733961,0.913252285,0.463042002,0.611602258,0.920371655,0.133733961,0.663797075
23.1,0.351473517,0.81597376,0.396191342,0.888798549,0.198959828,0.011293691,0.485861355,0.80613394,0.948496573,0.180686391,0.794897286,0.267824944,0.948496573,0.011293691,0.512215931
23.2,0.361223305,0.885111112,0.168642752,0.769375865,0.934051921,0.246839199,0.621510271,0.246279395,0.286159771,0.956545676,0.676492877,0.085046027,0.956545676,0.085046027,0.519773181
23.3,0.443561135,0.397809649,0.363874024,0.216107192,0.37599279,0.986717133,0.043045502,0.037947986,0.239360856,0.825733174,0.739803823,0.940161915,0.986717133,0.037947986,0.467509598
23.4,0.010634695,0.91400602,0.804441669,0.007709242,0.030566805,0.750778854,0.440641196,0.23322028,0.546545189,0.445406847,0.202827173,0.223529856,0.91400602,0.007709242,0.384192319
23.5,0.50930831,0.316958011,0.737099394,0.324302306,0.744652705,0.877563925,0.988688997,0.231800627,0.16307538,0.598129581,0.760917606,0.686994856,0.988688997,0.16307538,0.578290975
23.6,0.313475326,0.6937635,0.938597107,0.193842299,0.968815852,0.22053509,0.328604201,0.022967505,0.704420996,0.367525621,0.023041724,0.409589209,0.968815852,0.022967505,0.432098202
23.7,0.3418614,0.317109489,0.356502519,0.53717747,0.302302288,0.130329039,0.734481806,0.594395902,0.260563163,0.287586647,0.93102033,0.04387189,0.93102033,0.04387189,0.403100162
23.8,0.117185605,0.501287909,0.163376304,0.958722388,0.395466329,0.726185165,0.41943825,0.124206308,0.348200617,0.808120209,0.856148549,0.850752272,0.958722388,0.117185605,0.522424159
23.9,0.217006997,0.405185865,0.857151024,0.068033485,0.493206968,0.22329705,0.757744692,0.675802773,0.298455039,0.735564186,0.239520255,0.361266873,0.857151024,0.068033485,0.444352934
24,0.53621327,0.779068475,0.504426095,0.791169821,0.53063388,0.307665497,0.878951977,0.498097546,0.518637168,0.079311486,0.083957875,0.321654695,0.878951977,0.079311486,0.485815649
24.1,0.752294778,0.886419871,0.795379495,0.069022128,0.398305058,0.272340982,0.274226143,0.907960756,0.880201488,0.5359814,0.201631109,0.530574465,0.907960756,0.069022128,0.54202814
24.2,0.576241884,0.52784311,0.624662542,0.486346449,0.925903901,0.115453748,0.981959557,0.296003215,0.484605963,0.635235865,0.797169316,0.775314704,0.981959557,0.115453748,0.602228354
24.3,0.313560966,0.540211497,0.040543574,0.807267166,0.432544734,0.982185246,0.269570102,0.334423105,0.96636599,0.285791312,0.365863365,0.0338426,0.982185246,0.0338426,0.447680805
24.4,0.36790789,0.569462159,0.629953872,0.76751452,0.683147417,0.896905302,0.294405074,0.151318417,0.983657178,0.078580956,0.808436752,0.653686535,0.983657178,0.078580956,0.573748006
24.5,0.384983461,0.47602956,0.164832868,0.324443209,0.736066201,0.513035833,0.376759873,0.305596125,0.221178801,0.811036057,0.991656093,0.965315705,0.991656093,0.164832868,0.522577816
24.6,0.403834355,0.120311608,0.095945331,0.92787027,0.267396318,0.061182606,0.354125504,0.222937509,0.042444545,0.98207887,0.184696876,0.889194689,0.98207887,0.042444545,0.379334874
24.7,0.239619793,0.273733149,0.229105971,0.245776938,0.71483042,0.436656967,0.577516234,0.822203145,0.268747187,0.444504218,0.929652935,0.44212451,0.929652935,0.229105971,0.468705956
24.8,0.14601259,0.254493431,0.975790816,0.444120427,0.675206829,0.440157073,0.250352611,0.302703443,0.340505967,0.719047032,0.982460733,0.086314618,0.982460733,0.086314618,0.468097131
24.9,0.21014628,0.452568127,0.814709474,0.244123837,0.793621197,0.823108631,0.767879885,0.533270186,0.104729553,0.393431672,0.680935429,0.748942961,0.823108631,0.104729553,0.547288936
